"expedition_name"	"latitude"	"longitude"	"lower_elevation"	"upper_elevation"	"locality_id"	"collector_number"	"species_epithet"	"habitat1"	"flower_color"	"phyllotaxy"	"tube_lo"	"tube_hi"	"meantube"	"beak_lo"	"beak_hi"	"meanbeak"	"nectar"	"beehav"	"stigmapos"	"habitat2"	"microhabitat"	"plant_description"	"locality_habitat"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.59	100.38	3355		697	33473	"steiningeri"	"scrub"	"yellow"	1	12		12	0		0	1	0	"DA"		"Grassy places in thickets on steep slope"	"Corolla yellow"	"Disturbed wooded slope with Salix, Hippophaë, Lonicera, Malus"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.59	100.38	3355		697	33474	"cranolopha"	"scrub"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Grassy places in thickets on steep slope"	"Corolla pale yellow with base of petals darker yellow"	"Disturbed wooded slope with Salix, Hippophaë, Lonicera, Malus"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.59	100.38	3355		697	33475	"kansuensis"	"scrub"	"yellow"	0	10	12	11	0		0	1	0	"DT"		"Grassy places in thickets on steep slope"	"Corolla pale yellow, almost white"	"Disturbed wooded slope with Salix, Hippophaë, Lonicera, Malus"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.59	100.38	3355		697	33476	"anas"	"scrub"	"red, white"	0	7		7	1		1	1	0	"DA"		"Grassy places in thickets on steep slope"	"Corolla pinkish purple, base of tube white"	"Disturbed wooded slope with Salix, Hippophaë, Lonicera, Malus"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.6	100.37	3385		698	33484	"fetisowii"	"meadow"	"red, white"	0	8	12	10	8		8	0	1	"DT"		"Meadow"	"Corolla purple, base of galea whitish"	"Meadows, shrubby thickets, remnant Picea forests and open seepages"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.6	100.37	3385		698	34670	"batangensis"	"scrub"	"white, red"	1	30		30	5.5		5.5	0	1	"VA"		"Dry slope between shrubs"	"Prostrate on ground"	" corolla white, galea purple. Some plants with vegetative parts reddish - leaf, stem, etc."	"Meadows, shrubby thickets, remnant Picea forests and open seepages"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.62	100.22	3940		699	33505	"anas"	"meadow"	"red"	0	7		7	1		1	1	0	"DA"		"Meadow and beside shrubs"	"Corolla purple"	"Open meadows and dwarf shrub thickets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.62	100.22	3940		699	33506	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Meadow"	"Corolla pinkish purple, base of galea and tube white"	"Open meadows and dwarf shrub thickets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33539	"oederi"	"meadow"	"yellow, red"	1	12	16	14	0		0	1	0	"DA"		"Meadow. 4600-4700 m"	"Corolla yellow, apex of galea brownish purple"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33540	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Meadow in wet places. 4600-4700 m"	"Corolla pinkish purple, throat white, base of tube white"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33541	"lasiophrys"	"meadow"	"yellow"	1	8	10	9	1		1	0	1	"DA"		"Meadow in moist places. 4600-4700 m"	"Corolla yellow, galea slightly darker yellow"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33542	"roylei"	"meadow"	"red, white"	0	10	11	10.5	0		0	1	0	"DT"		"Meadow and scree slope"	"Corolla pinkish purple"	" lip white toward base, with two yellow nectar guides, with dark veins"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33543	"przewalskii"	"meadow"	"red, white"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Lower part of Meadow"	"Corolla pinkish purple, galea whitish at base"	" base of lip whitish"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.14	97.5	4560	4875	700	33544	"plicata"	"meadow"	"white"	0	10	13	11.5	0		0	1	0	"DA"		"Meadow. 4560-4700 m"	"Common. Corolla white"	" lower lip with few dark lines"	"Open mixed Kobresia meadows with mixed herbs and adjacent scree slopes"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.05	98	4240		701	33584	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"Wet meadow near streamlet among Kobresia in dark, heavy soil"	"Corolla purple, throat dark purple"	"Grazed Kobresia-Bistorta meadow with meandering streams and streamlets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.05	98	4240		701	33585	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Wet meadow near streamlet among Kobresia in dark, heavy soil"	"Corolla yellow, lip with two red spots"	"Grazed Kobresia-Bistorta meadow with meandering streams and streamlets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.05	98	4240		701	33587	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Moist to dryish meadows"	"Corolla pinkish purple, base of galea and throat white"	"Grazed Kobresia-Bistorta meadow with meandering streams and streamlets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	33.05	98	4240		701	33588	"przewalskii"	"meadow"	"red, white"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Wet meadows in dark, heavy soil"	"Corolla pinkish purple, base of galea and lip whitish"	"Grazed Kobresia-Bistorta meadow with meandering streams and streamlets"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.99	98.34	4015		703	33620	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Grassy slopes above stream"	"Corolla yellow, galea and base of lip darker yellow"	"Ravine with small stream and dry slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.99	98.34	4015		703	33622	"kansuensis"	"meadow"	"red"	0	10	12	11	0		0	1	0	"DT"		"Grassy slopes above stream"	"Corolla pale pink with darker veins on lower lip"	"Ravine with small stream and dry slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.99	98.34	4015		703	33623	"alaschanica"	"meadow"	"yellow"	0	13		22.5	2	3	2.5	1	0	"DA"		"Dry rocky area above stream"	"Corolla pale yellow, galea yellow"	"Ravine with small stream and dry slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.8	98.34	4130		704	33634	"plicata"	"meadow"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Meadow"	"Corolla cream colored with few dark lines on lower lip"	"Open meadows with seepages"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.8	98.34	4130		704	33635	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Meadow"	"Corolla pale yellow"	"Open meadows with seepages"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.8	98.34	4130		704	33636	"szetschuanica"	"meadow"	"red"	0	10		10	0		0	0	0	"DT"		"Meadow"	"Corolla pinkish purple with darker veins on lip"	"Open meadows with seepages"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.59	4035		706	33661	"ingens"	"meadow"	"yellow"	1	14		14	1		1	1	0	"DA"		"In moist, stony soil"	"Corolla yellow"	"Meadow on steep S-facing slope just above narrow valley"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.66	98.05	4800	4850	708	33702	"szetschuanica"	"meadow"	"red, white"	0	10		10	0		0	0	0	"DT"		"Rocky meadow"	"Corolla pinkish purple"	" lip white toward base, with two yellow nectar guides, with dark veins"	"Scree slopes, adjacent rocky meadows and remnant glacial pond"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.66	98.05	4800	4850	708	33703	"plicata"	"meadow"	"white"	0	10	13	11.5	0		0	1	0	"DA"		"Rocky meadow"	"Corolla white"	" lip with dark lines"	"Scree slopes, adjacent rocky meadows and remnant glacial pond"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.66	98.05	4800	4850	708	33704	"oederi"	"gravel"	"yellow"	1	12	16	14	0		0	1	0	"DA"		"Scree slope"	"Corolla pale yellow, darker yellow in throat, galea darker yellow toward base, reddish brown toward apex"	"Scree slopes, adjacent rocky meadows and remnant glacial pond"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.52	98.03	3490		711	33784	"angustiloba"	"scrub"	"yellow"	0	7		9	1		1.5	1	0	"DA"		"Slope above stream"	"Growing in shrubs. Corolla pale yellow"	"Shrubby slopes and meadow-like areas along stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.52	98.03	3490		711	33787	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"In meadow and under shrubs"	"Corolla pinkish purple with dark purple veins in throat"	"Shrubby slopes and meadow-like areas along stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.48	98.02	3380		712	33759	"scolopax"	"scrub"	"yellow"	0	10		10	3		3	0	1	"VA"		"Dry slope"	"Corolla yellow"	" galea darker yellow"	"Dry slopes with xerophytic shrubs and thickets along river"	" rocky soil"			
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.48	98.02	3380		712	33761	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Dry slope"	"Corolla pinkish purple, lip white at base with purple veins"	"Dry slopes with xerophytic shrubs and thickets along river"	" rocky soil"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.43	98.01	3400		713	33852	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Around shrubs on dry slopes and occasional in meadow-like area"	"Plants with many stems (as many as 11-15) from base. Corolla pinkish purple, white at base of tube"	"Dry slopes with scrubby vegetation and narrow meadows along small tributary of Jinsha Jiang"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.4	98.2	3920		717	33894	"anthemifolia"	"meadow"	"red"	0	10		12.5	0		0	1	0	"VA"			"Corolla pinkish purple"	"Steep slopes at roadside and adjacent meadows"	" coarse sandy loam"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.4	98.2	3920		717	33895	"lachnoglossa"	"meadow"	"red"	1	11		11	4		4	0	1	"VA"			"Corolla pinkish purple"	"Steep slopes at roadside and adjacent meadows"	" coarse sandy loam"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.4	98.2	3920		717	33896	"integrifolia"	"meadow"	"red, white"	0	20		20	15		15	0	1	"VA"			"Corolla pinkish purple, base of galea white"	"Steep slopes at roadside and adjacent meadows"	" coarse sandy loam"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33898	"lachnoglossa"	"meadow"	"red"	1	11		11	4		4	0	1	"VA"			"Corolla pinkish purple"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33899	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"			"Corolla pinkish purple"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33900	"plicata"	"meadow"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"			"Corolla cream colored, lip with few dark lines"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33901	"pectinatiformis"	"meadow"	"red, white"	0	10		10	10		10	0	1	"VA"			"Corolla pinkish purple, galea darker purple, base white"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33902	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Beside stream in wet, mucky soil"	"Corolla pink, lip white toward base, galea purple, white toward base"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.38	98.24	3790	3810	718	33903	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Beside stream in wet, mucky soil"	"Corolla yellow, lip with two dark red spots"	"Dry, stony, scree-like slope at base of limestone cliffs and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.83	99.73	3665		720	33935	"rudis"	"forest"	"yellow"	1	12		12	0		0	1	0	"DT"		"Forest"	"buds green or reddish"	" corolla pale yellow tinged with green. Intermediate between nos. 33933 and 33934"	"Meadow and Picea forest with damp mossy forest floor along stream"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.83	99.73	3665		720	33936	"lineata"	"forest"	"red"	0	10		10	0		0	1	0	"DT"		"Edge of meadow and in forest gaps"	"Corolla pinkish purple, throat darker purple"	"Meadow and Picea forest with damp mossy forest floor along stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.83	99.73	3665		720	33937	"bidentata"	"forest"	"yellow"	1	75		75	7		7	0	1	"T-lateral"		"Meadow and gaps in forest"	"Corolla completely yellow"	"Meadow and Picea forest with damp mossy forest floor along stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.88	99.76	3690		721	34010	"lineata"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"Meadow near stream"	"Corolla pinkish purple"	"Remnant Picea forest and adjacent meadows"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.4	99.97	4785	4900	722	34051	"anas"	"gravel"	"white"	0	7		7	1		1	1	0	"DA"		"Scree slope"	"Corolla white, galea pink, lower lip with dark lines. Leaves removed for DNA analysis"	"Scree slopes and small, interspersed meadow-like areas"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.4	99.97	4785	4900	722	34052	"plicata"	"gravel"	"red"	0	10	13	11.5	0		0	1	0	"DA"		"Scree slope, toward crest of slope"	"Corolla pink with dark lines on lower lip"	"Scree slopes and small, interspersed meadow-like areas"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.4	99.97	4785	4900	722	34054	"cheilanthifolia"	"gravel"	"red, white"	0	11	14	12.5	0		0	1	0	"DA"		"Scree slopes"	"Corolla purple, throat white"	"Scree slopes and small, interspersed meadow-like areas"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.46	99.98	4200		723	34041	"decorissima"	"meadow"	"red"	1	90		90	1		1	0	1	"T-lateral"		"Lower meadow"	"Corolla pinkish purple, base of tube and distal part of lobes white"	"Tall grass, sedge, Juncus meadow with scattered shrubs of Caragana, Sibiraea, Spiraea, Berberis and dwarf Rhododendron"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.46	99.98	4200		723	34044	"anas"	"meadow"	"red"	0	7		7	1		1	1	0	"DA"		"Lower meadow in disturbed areas"	"Corolla purple"	"Tall grass, sedge, Juncus meadow with scattered shrubs of Caragana, Sibiraea, Spiraea, Berberis and dwarf Rhododendron"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.46	99.98	4200		723	34045	"steiningeri"	"meadow"	"yellow"	1	12		12	0		0	1	0	"DA"		"Meadow, between shrubs"	"Corolla yellow. Stem leaves from one specimen removed for DNA analysis"	"Tall grass, sedge, Juncus meadow with scattered shrubs of Caragana, Sibiraea, Spiraea, Berberis and dwarf Rhododendron"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.46	99.98	4200		723	34046	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through shrubs of Rhododendron"	"Corolla dark purple"	"Tall grass, sedge, Juncus meadow with scattered shrubs of Caragana, Sibiraea, Spiraea, Berberis and dwarf Rhododendron"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.5	99.99	4105	4350	725	34159	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing with Rhododendron"	"Corolla purple"	"Thickets along stream and scree slope at higher elevation"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.5	99.99	4105	4350	725	34190	"decorissima"	"scrub"	"white, red"	1	90		90	1		1	0	1	"T-lateral"		"Moist openings in thickets"	"Corolla whitish, galea purple, lip purplish"	" tube pale purple, white at base"	"Thickets along stream and scree slope at higher elevation"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.5	99.99	4105	4350	725	34214	"siphonantha"	"meadow"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow"	"Corolla pinkish purple, throat white, with dark purple spot on middle lobe of lip"	"Thickets along stream and scree slope at higher elevation"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.43	100.15	3280	3485	727	34121	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Dry slope"	"Corolla pink with dark veins, white at base, whitish in throat"	"Heavily grazed Abies-Picea forest and dry rocky slopes with shrubs"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.72	100.72	3775	3925	728	34238	"tricolor"	"meadow"	"yellow"	1	10		42.5	5		16	0	0	"T-lateral"		"Meadow"	"Corolla yellow, apex of lobes and tube paler yellow"	" base of lobes and lip darker yellow, galea with red spot at base"	"Cut over Picea-Juniperus forest and adjacent grazed meadows and narrow valley along small stream"				
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.72	100.72	3775	3925	728	34239	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Wet slope above small rivulet in mucky soil"	"Corolla yellow, tube reddish at base, lip with two red spots at base"	"Cut over Picea-Juniperus forest and adjacent grazed meadows and narrow valley along small stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.72	100.72	3775	3925	728	34240	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Wet slope above small rivulet"	"Corolla pink, base of tube, galea and throat white"	"Cut over Picea-Juniperus forest and adjacent grazed meadows and narrow valley along small stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.72	100.72	3775	3925	728	34241	"tatsienensis"	"meadow"	"red, white"	0	12		12	2	3	2.5	0	0	"DA"		"Meadow"	"Common. Corolla purple, galea darker purple, glossy, base of galea white"	"Cut over Picea-Juniperus forest and adjacent grazed meadows and narrow valley along small stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.72	100.72	3775	3925	728	34242	"decorissima"	"meadow"	"white, red"	1	90		90	1		1	0	1	"T-lateral"		"Moist slopes in open and in shade of Juniperus tree"	"Corolla white, galea purple, throat purple"	"Cut over Picea-Juniperus forest and adjacent grazed meadows and narrow valley along small stream"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	31.98	100.96	3090		729	34289	"cristatella"	"forest"	"red, white"	0	8	9	8.5	6	7	6.5	0	0	"DA"		"Under shrubs"	"Corolla pinkish purple, galea darker pinkish purple, glossy, base white"	"Disturbed Picea-Abies forest with shrubs and open areas"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.58	100.55	3670	3700	733	34374	"bidentata"	"forest"	"yellow"	1	75		75	7		7	0	1	"T-lateral"		"Slope in Junipers forest and edge of forest"	"Corolla yellow, galea slightly greenish yellow"	"Meadows, thickets and Juniperus forest on slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.58	100.55	3670	3700	733	34375	"anas"	"meadow"	"red, white"	0	7		7	1		1	1	0	"DA"		"Meadow"	"Corolla pinkish purple, throat white"	"Meadows, thickets and Juniperus forest on slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.58	100.55	3670	3700	733	34378	"brevilabris"	"forest"	"red"	0	6	8	17.5	1		1	1	0	"DA"		"Under shrubs"	"Corolla pale pink, nearly white. One plant attached to fruiting body of mushroom"	"Meadows, thickets and Juniperus forest on slopes"					
"2005 Western Sichuan and Yunnan  (A, F, KUN, MBK)"	32.58	100.46	3960	3980	735	34436	"semitorta"	"scrub"	"red"	0	10	11	10.5	5	7	6	0	1	"T-lateral"		"Herb covered, rocky slope in open"	"Base of calyx purple"	" corolla pinkish purple, lip with two longitudinal, raised, whitish lines"	"Grazed Juniperus forest on slope and open slopes along stream adjacent to heavily disturbed, barnyard-like habitat with various weeds"				
